#node	identifier	domain_summary_url	annotation	other_names_and_aliases
SYT1	9606.ENSP00000261205	Synaptotagmin-1; Calcium sensor that participates in triggering neurotransmitter release at the synapse (By similarity). May have a regulatory role in the membrane interactions during trafficking of synaptic vesicles at the active zone of the synapse (By similarity). It binds acidic phospholipids with a specificity that requires the presence of both an acidic head group and a diacyl backbone. A Ca(2+)- dependent interaction between synaptotagmin and putative receptors for activated protein kinase C has also been reported. It can bind to at least three additional proteins in a Ca(2+)-in [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=422:TRANS(58|80)+C2(158|260)+C2(289|403)+	2K45,2K4A,2K8M,2KI6,2LHA,2N1T,2R83,3F00,3F01,3F04,3F05,4ISQ,4V11,6857,6G5F,6G5K,A0A024RBE9,AAA60609.1,AAH58917.1,AC027288,AC073570,AC073572,AC073606,AC073616,AC078917,AC090709,AK094616,AK126908,BAG52897.1,BAG54392.1,BAGOS,BC058917,C9JX50,CAH10483.1,CCDS76582,CCDS76582.1,CCDS9017,CCDS9017.1,CH471054,CR627387,EAW97343.1,EAW97344.1,EAW97345.1,ENSG00000067715,ENSP00000261205,ENSP00000327027,ENSP00000350006,ENSP00000376932,ENSP00000391056,ENSP00000401559,ENSP00000447035,ENSP00000447575,ENSP00000447656,ENSP00000448861,ENSP00000448964,ENSP00000449415,ENSP00000450321,ENST00000261205,ENST00000261205.8,ENST00000314197,ENST00000357425,ENST00000393240,ENST00000393240.7,ENST00000446242,ENST00000446242.3,ENST00000457153,ENST00000457153.6,ENST00000547046,ENST00000547046.5,ENST00000549454,ENST00000549454.5,ENST00000549559,ENST00000549559.2,ENST00000549671,ENST00000549671.5,ENST00000551304,ENST00000551304.5,ENST00000552074,ENST00000552074.5,ENST00000552624,ENST00000552624.5,ENST00000552744,ENST00000552744.5,F8VXH0,F8VYH8,F8VZY3,F8W1U9,HGNC:11509,HPA008394,HPA064788,J3KQA0,KF455679,M55047,NM_001135805,NM_001135805.1,NM_001135805.2,NM_001135806,NM_001135806.1,NM_001135806.2,NM_001291901,NM_001291901.2,NM_005639,NM_005639.2,NM_005639.3,NP_001129277,NP_001129277.1,NP_001129278,NP_001129278.1,NP_001278830,NP_001278830.1,NP_005630,NP_005630.1,NX_P21579,OMIM:185605,OTTHUMG00000134326,P21579,P65,Q6AI31,R-HSA-112310,R-HSA-112315,R-HSA-112316,R-HSA-1643685,R-HSA-168799,R-HSA-181429,R-HSA-181430,R-HSA-199991,R-HSA-210500,R-HSA-212676,R-HSA-264642,R-HSA-5250958,R-HSA-5250989,R-HSA-5339562,R-HSA-5653656,R-HSA-5663205,R-HSA-6794361,R-HSA-6794362,R-HSA-8856825,R-HSA-8856828,R-HSA-888590,SVP65,SYT,SYT1,SYT1-201,SYT1-202,SYT1-203,SYT1-204,SYT1-205,SYT1-206,SYT1-207,SYT1-208,SYT1-209,SYT1-210,SYT1-211,SYT1-212,SYT1_HUMAN,Synaptotagmin 1,Synaptotagmin I,Synaptotagmin-1,SytI,UPI000013669A,UPI00001FB1F3,UPI00020CE371,UPI00020CE372,UPI00020CE373,UPI0003F47F57,UPI0003F483A5,URS00008B38A9,URS0000D31A2E,XM_005269113,XM_005269113.3,XM_006719576,XM_006719576.1,XM_011538710,XM_011538710.1,XM_011538710.2,XM_017019909.1,XP_005269170,XP_005269170.1,XP_006719639,XP_006719639.1,XP_011537012,XP_011537012.1,XP_016875398.1,hsa:6857,p65,synaptotagmin 1,synaptotagmin I,uc001sys.4,uc001syt.4
SYT7	9606.ENSP00000444201	Synaptotagmin-7; Ca(2+) sensor involved in Ca(2+)-dependent exocytosis of secretory and synaptic vesicles through Ca(2+) and phospholipid binding to the C2 domain (By similarity). Ca(2+) induces binding of the C2- domains to phospholipid membranes and to assembled SNARE-complexes; both actions contribute to triggering exocytosis (By similarity). SYT7 binds Ca(2+) with high affinity and slow kinetics compared to other synaptotagmins (By similarity). Involved in Ca(2+)-triggered lysosomal exocytosis, a major component of the plasma membrane repair. Ca(2+)-regulated delivery of lysosomal  [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=478:TRANS(18|40)+C2(226|329)+C2(357|471)+	2D8K,9066,AAB92667.1,AAI25171.1,AF038535,AP002754,AP003108,AP003559,BC125170,BC125171,CCDS31577,CCDS31577.1,CCDS58139,CCDS58139.1,CCDS73298,CCDS73298.1,CH471076,EAW73956.1,ENSG00000011347,ENSP00000263846,ENSP00000313245,ENSP00000437720,ENSP00000438171,ENSP00000439694,ENSP00000441184,ENSP00000443576,ENSP00000444019,ENSP00000444201,ENSP00000444568,ENST00000263846,ENST00000263846.8,ENST00000327192,ENST00000535826,ENST00000535826.5,ENST00000539008,ENST00000539008.5,ENST00000539246,ENST00000539246.5,ENST00000539468,ENST00000539468.5,ENST00000540677,ENST00000540677.5,ENST00000540831,ENST00000540831.1,ENST00000542670,ENST00000542670.5,ENST00000542836,ENST00000542836.5,ENST00000545053,ENST00000545053.1,F5GX00,F5GZC2,F5GZU9,F5H126,F5H1N2,F5H6C1,F5H8G7,HGNC:11514,HPA012869,IPCA-7,MGC150517,NM_001252065,NM_001252065.1,NM_001300773,NM_001300773.1,NM_001365809,NM_001365809.2,NM_001370211,NM_001370211.1,NM_004200,NM_004200.3,NP_001238994,NP_001238994.1,NP_001287702,NP_001287702.1,NP_001352738,NP_001352738.1,NP_001357140,NP_001357140.1,NP_004191,NP_004191.2,NX_O43581,O43581,OMIM:604146,OTTHUMG00000168199,PCANAP7,Prostate cancer-associated protein 7,Q08AH6,R-HSA-112316,R-HSA-6794361,R-HSA-6794362,SYT-VII,SYT7,SYT7-201,SYT7-202,SYT7-203,SYT7-204,SYT7-205,SYT7-206,SYT7-207,SYT7-208,SYT7-209,SYT7-210,SYT7_HUMAN,Synaptotagmin 7,Synaptotagmin VII,Synaptotagmin-7,SytVII,UPI00001A5563,UPI00001FA8B3,UPI0001639ECE,UPI000204ADB9,UPI000204ADBA,UPI000204ADBB,UPI000204ADBC,UPI000204ADBD,XM_005274383.4,XM_005274384,XM_005274384.2,XM_005274385,XM_005274385.4,XM_011545335,XM_011545335.2,XM_011545336,XM_011545336.2,XM_011545337,XM_011545337.2,XM_011545338,XM_011545338.2,XM_011545339,XM_011545339.2,XM_011545340,XM_011545340.2,XM_011545341,XM_011545341.2,XM_011545343,XM_011545343.2,XP_005274440.1,XP_005274441,XP_005274441.1,XP_005274442,XP_005274442.1,XP_011543637,XP_011543637.1,XP_011543638,XP_011543638.1,XP_011543639,XP_011543639.1,XP_011543640,XP_011543640.1,XP_011543641,XP_011543641.1,XP_011543642,XP_011543642.1,XP_011543643,XP_011543643.1,XP_011543645,XP_011543645.1,prostate cancer associated protein 7,synaptotagmin 7,synaptotagmin VII,uc001nrv.4,uc001nrx.2,uc058cdk.1,uc058cdl.1,uc058cdm.1
TAC1	9606.ENSP00000321106	C-terminal-flanking peptide; Tachykinins are active peptides which excite neurons, evoke behavioral responses, are potent vasodilators and secretagogues, and contract (directly or indirectly) many smooth muscles.	https://smart.embl.de/smart/DDvec.cgi?smart=129:SIGNAL(1|19)+TK(58|68)+TK(97|107)+	2B19,2KS9,2KSA,2KSB,4HOM,6863,AAA60159.1,AAA60160.1,AAA79195.1,AAC15701.1,AAC15702.1,AAC15704.1,AAH18047.1,AAQ96888.1,AAQ96889.1,AAQ96890.1,AAQ96891.1,AC004140,AF050655,AF050656,AF050658,AK222957,BAD96677.1,BC018047,C-terminal-flanking peptide,CAA38351.1,CAB004588,CAG28529.1,CAG46531.1,CCDS5649,CCDS5649.1,CCDS5650,CCDS5650.1,CCDS5651,CCDS5651.1,CH236949,CH471091,CR407602,CR541730,EAL24116.1,EAL24117.1,EAL24118.1,EAL24119.1,EAW76734.1,EAW76735.1,EAW76736.1,EAW76737.1,ENSG00000006128,ENSP00000222455,ENSP00000289574,ENSP00000289576,ENSP00000321106,ENSP00000416262,ENST00000222455,ENST00000289574,ENST00000289576,ENST00000319273,ENST00000319273.9,ENST00000346867,ENST00000346867.4,ENST00000350485,ENST00000350485.8,ENST00000414974,ENST00000491437,ENST00000491437.1,ENST00000495916,ENST00000495916.1,HGNC:11517,HPA014429,Hs.2563,M68906,M68907,NK2,NKA,NKNA,NM_003182,NM_003182.2,NM_003182.3,NM_013996,NM_013996.2,NM_013996.3,NM_013997,NM_013997.2,NM_013997.3,NM_013998,NM_013998.2,NM_013998.3,NPK,NP_003173,NP_003173.1,NP_054702,NP_054702.1,NP_054703,NP_054703.1,NP_054704,NP_054704.1,NX_P20366,Neurokinin A,Neuromedin L,Neuropeptide K,Neuropeptide gamma,O60600,O60601,OMIM:162320,OTTHUMG00000154069,P20366,PPT,Protachykinin-1,Q00072,Q53GH4,Q549V0,Q549V1,Q549V2,Q6FHM1,R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-380095,R-HSA-388396,R-HSA-416476,R-HSA-500792,Substance K,Substance P,TAC1,TAC1-201,TAC1-202,TAC1-203,TAC1-204,TAC1-205,TAC2,TKN1_HUMAN,Tachykinin 1,Tachykinin precursor 1,U37529,UPI000002B55B,UPI000002B55C,UPI000002C712,URS0000EB882F,X54469,hsa:6863,neurokinin 1,neurokinin 2,neurokinin alpha,neuromedin L,neuropeptide K,neuropeptide gamma,preprotachykinin,protachykinin,substance K,substance P,tachykinin precursor 1,uc003uop.5
TAFA1	9606.ENSP00000418575	Chemokine-like protein TAFA-1; Regulatory factor which is ligand for GPR1 and is involved in the modulation of neural stem-cell proliferation and differentiation. Belongs to the TAFA family.	https://smart.embl.de/smart/DDvec.cgi?smart=133:SIGNAL(1|19)+Pfam_TAFA(41|129)+	407738,A0A087X2J7,A8K0V3,AAH25746.1,AAP92406.1,AC092416,AC104167,AC104443,AC107626,AC126123,AC139766,AK289668,AK290446,AL713702,AY325114,BAF82357.1,BAF83135.1,BC025746,CAD28501.1,CCDS54606,CCDS54606.1,Chemokine-like protein TAFA-1,ENSG00000183662,ENSP00000328220,ENSP00000406930,ENSP00000417496,ENSP00000418575,ENSP00000485030,ENST00000327941,ENST00000427037,ENST00000478136,ENST00000478136.5,ENST00000491017,ENST00000491017.1,ENST00000496687,ENST00000496687.1,ENST00000617084,ENST00000617084.1,FAM19A1,HGNC:21587,HPA013407,KF510248,NM_001252216,NM_001252216.1,NM_213609,NM_213609.3,NM_213609.4,NP_001239145,NP_001239145.1,NP_998774,NP_998774.2,NX_Q7Z5A9,OMIM:617495,OTTHUMG00000158745,Q7Z5A9,Q8TCL8,TAFA chemokine like family member 1,TAFA-1,TAFA1,TAFA1-201,TAFA1-202,TAFA1-203,TAFA1-204,TAFA1_HUMAN,UPI00001B3DB2,UPI0004E4C919,URS00008C0F10,XM_017006386,XM_017006386.1,XM_017006387,XM_017006387.1,XM_017006387.2,XM_017006388,XM_017006388.1,XM_017006389,XM_017006389.1,XM_017006390,XM_017006390.1,XP_016861875,XP_016861875.1,XP_016861876,XP_016861876.1,XP_016861877,XP_016861877.1,XP_016861878,XP_016861878.1,XP_016861879,XP_016861879.1,hsa:407738,uc003dne.4
TESPA1	9606.ENSP00000400892	Protein TESPA1; Required for the development and maturation of T-cells, its function being essential for the late stages of thymocyte development (By similarity). Plays a role in T-cell antigen receptor (TCR)-mediated activation of the ERK and NFAT signaling pathways, possibly by serving as a scaffolding protein that promotes the assembly of the LAT signalosome in thymocytes. May play a role in the regulation of inositol 1,4,5-trisphosphate receptor-mediated Ca(2+) release and mitochondrial Ca(2+) uptake via the mitochondria-associated endoplasmic reticulum membrane (MAM) compartment.	https://smart.embl.de/smart/DDvec.cgi?smart=521:KRAP_IP3R_bind(126|291)+	9840,A0A024RB00,A0A024RB73,A2RU30,AAF28935.1,AAH44578.1,AAI32733.2,AAI32735.2,AB018291,AC079842,AF161375,AK298405,AK303223,AK315972,B4DPM3,B4E048,B7Z9K7,BAA34468.2,BAG60635.1,BAG64310.1,BAH14343.1,BC044578,BC132732,BC132734,CCDS44913,CCDS44913.1,CCDS58240,CCDS58240.1,CH471054,E9PHY9,E9PIN8,E9PIT9,E9PM24,E9PN46,E9PPW8,EAW96796.1,EAW96798.1,EAW96799.1,EAW96800.1,EAW96801.1,EAW96802.1,ENSG00000135426,ENSP00000257883,ENSP00000312679,ENSP00000400892,ENSP00000432030,ENSP00000433098,ENSP00000433187,ENSP00000433865,ENSP00000433895,ENSP00000434039,ENSP00000434811,ENSP00000435622,ENSP00000435734,ENSP00000436286,ENSP00000436635,ENSP00000436753,ENSP00000478986,ENST00000257883,ENST00000316577,ENST00000316577.12,ENST00000449076,ENST00000449076.5,ENST00000524622,ENST00000524622.5,ENST00000524668,ENST00000524668.5,ENST00000524923,ENST00000524923.5,ENST00000524959,ENST00000524959.5,ENST00000525978,ENST00000525978.5,ENST00000526532,ENST00000526532.5,ENST00000528240,ENST00000528240.1,ENST00000528486,ENST00000531122,ENST00000531122.5,ENST00000532757,ENST00000532757.5,ENST00000532804,ENST00000532804.5,ENST00000533446,ENST00000533446.5,ENST00000533607,ENST00000533607.1,ENST00000620453,H0YDP3,H0YEX3,HGNC:29109,HPA058823,HSPC257,ITPRID3,KIAA0748,NM_001098815,NM_001098815.2,NM_001098815.3,NM_001136030,NM_001136030.2,NM_001136030.3,NM_001261844,NM_001261844.1,NM_001351148,NM_001351148.1,NM_001351149,NM_001351149.2,NM_001351150,NM_001351150.1,NM_001351151,NM_001351151.1,NM_001351152,NM_001351152.1,NM_001351153,NM_001351153.1,NM_001351154,NM_001351154.1,NM_001351155,NM_001351155.1,NM_014796,NM_014796.2,NP_001092285,NP_001092285.1,NP_001129502,NP_001129502.1,NP_001248773,NP_001248773.1,NP_001338077,NP_001338077.1,NP_001338078,NP_001338078.1,NP_001338079,NP_001338079.1,NP_001338080,NP_001338080.1,NP_001338081,NP_001338081.1,NP_001338082,NP_001338082.1,NP_001338083,NP_001338083.1,NP_001338084,NP_001338084.1,NP_055611,NP_055611.1,NR_147062,NR_147062.2,NR_147063,NR_147063.2,NR_147064,NR_147064.1,NR_147065,NR_147065.1,NR_147066,NR_147066.1,NR_147067,NR_147067.1,NR_147068,NR_147068.1,NR_147069,NR_147069.1,NR_147070,NR_147070.1,NR_147071,NR_147071.1,NR_147072,NR_147072.1,NR_147073,NR_147073.1,NX_A2RU30,O94849,OMIM:615664,OTTHUMG00000165407,Protein TESPA1,Q4G0P2,Q9P0C4,TESP1_HUMAN,TESPA1,TESPA1-201,TESPA1-202,TESPA1-203,TESPA1-204,TESPA1-205,TESPA1-206,TESPA1-207,TESPA1-208,TESPA1-209,TESPA1-210,TESPA1-211,TESPA1-212,TESPA1-213,TESPA1-214,UPI000006FDEA,UPI00001FC438,UPI0001F780A2,UPI0001F780A3,UPI0001F780A4,UPI0001F780A5,UPI0001F780A7,UPI0001F780A8,UPI0003F48405,UPI0003F48481,XM_005269247,XM_005269247.2,XM_006719715,XM_006719715.3,XM_011539035,XM_011539035.2,XM_011539036.1,XM_011539037,XM_011539037.2,XM_011539037.3,XM_017020262,XM_017020262.1,XM_017020263,XM_017020263.1,XM_024449286,XM_024449286.1,XP_005269304,XP_005269304.1,XP_006719778,XP_006719778.1,XP_011537337,XP_011537337.1,XP_011537338.1,XP_011537339,XP_011537339.1,XP_016875751,XP_016875751.1,XP_016875752,XP_016875752.1,XP_024305054,XP_024305054.1,XR_001748928,XR_001748928.1,XR_001748931,XR_001748931.1,hsa:9840,uc001sgl.5,uc010spd.3
TMEM235	9606.ENSP00000402790	Transmembrane protein 235; Belongs to the PMP-22/EMP/MP20 family.	https://smart.embl.de/smart/DDvec.cgi?smart=223:Pfam_Claudin_2(16|197)+	283999,A6NFC5,AC087645,ARGM1,BC042066,BM907084,C9JRE6,CCDS56046,CCDS56046.1,CCDS56047,CCDS56047.1,CCDS56048,CCDS56048.1,CH471099,EAW89517.1,ENSG00000204278,ENSP00000364084,ENSP00000402790,ENSP00000445762,ENSP00000446514,ENSP00000447714,ENSP00000447766,ENSP00000466430,ENSP00000466793,ENST00000374946,ENST00000374946.7,ENST00000421688,ENST00000421688.5,ENST00000543327,ENST00000547406,ENST00000550981,ENST00000550981.7,ENST00000551068,ENST00000551068.7,ENST00000586400,ENST00000586400.5,ENST00000591033,ENST00000591033.2,HGNC:27563,HPA053939,K7EMB0,NM_001204210,NM_001204210.1,NM_001204211,NM_001204211.1,NM_001204212,NM_001204212.1,NM_001204212.2,NP_001191139,NP_001191139.1,NP_001191140,NP_001191140.1,NP_001191141,NP_001191141.1,NX_A6NFC5,OTTHUMG00000170345,TM235_HUMAN,TMEM235,TMEM235-201,TMEM235-202,TMEM235-203,TMEM235-204,TMEM235-205,TMEM235-206,Transmembrane protein 235,UPI000023765B,UPI0000251E19,UPI0000D4A7F5,UPI00020CDFAD,XM_011524620,XM_011524620.2,XM_011524624,XM_011524624.2,XM_017024459,XM_017024459.1,XM_017024460,XM_017024460.1,XP_011522922,XP_011522922.1,XP_011522926,XP_011522926.1,XP_016879948,XP_016879948.1,XP_016879949,XP_016879949.1,hsa:283999,transmembrane protein 235,uc002jvk.4,uc021ued.2
TRHDE	9606.ENSP00000261180	Thyrotropin-releasing hormone-degrading ectoenzyme; Specific inactivation of TRH after its release; Belongs to the peptidase M1 family.	https://smart.embl.de/smart/DDvec.cgi?smart=1024:TRANS(40|62)+Pfam_Peptidase_M1(348|591)+Pfam_ERAP1_C(678|1005)+	29953,3.4.19.6,A5PL19,AAF13141.1,AAI42707.1,AAI50182.1,AAQ89125.1,AF126372,AY358765,BC142706,BC150181,CCDS9004,CCDS9004.1,CHEMBL3886123,EC 3.4.19.6,ENSG00000072657,ENSP00000261180,ENSP00000447822,ENST00000261180,ENST00000261180.8,ENST00000547300,ENST00000547300.1,ENST00000548156,ENST00000548156.1,ENST00000549138,ENST00000549138.5,ENST00000549401,ENST00000549401.5,ENST00000549922,ENST00000549922.1,ENST00000552503,ENST00000552503.1,H0YHU0,HGNC:30748,M01.008,NM_013381,NM_013381.2,NP_037513,NP_037513.1,NX_Q9UKU6,OMIM:606950,OTTHUMG00000169642,PAP-II,PGPEP2,Pyroglutamyl-peptidase II,Q6UWJ4,Q9UKU6,TRH-DE,TRH-degrading ectoenzyme,TRH-specific aminopeptidase,TRHDE,TRHDE-201,TRHDE-202,TRHDE-203,TRHDE-204,TRHDE-205,TRHDE-206,TRHDE-207,TRHDE_HUMAN,Thyroliberinase,Thyrotropin releasing hormone degrading enzyme,UNQ2507/PRO5995,UPI0000136D52,UPI0003F47C3B,URS00008C1079,URS00008C2BFE,URS00008C37C6,XM_011538248,XM_011538248.2,XM_017019243,XM_017019243.2,XM_017019244,XM_017019244.1,XP_011536550,XP_011536550.1,XP_016874732,XP_016874732.2,XP_016874733,XP_016874733.1,hsa:29953,pyroglutamyl aminopeptidase II,pyroglutamyl-peptidase II,thyrotropin releasing hormone degrading enzyme,thyrotropin-releasing hormone degrading enzyme,uc001sxa.4
TTC9B	9606.ENSP00000311760	Tetratricopeptide repeat domain 9B; Belongs to the TTC9 family.	https://smart.embl.de/smart/DDvec.cgi?smart=239:Pfam_TPR_2(171|204)+	148014,A8K0I5,AAH29539.1,AC118344,AK054935,AK289550,BAB70830.1,BAF82239.1,BC029539,CCDS12550,CCDS12550.1,CH471126,EAW56938.1,ENSG00000174521,ENSP00000311760,ENST00000311308,ENST00000311308.6,ENST00000593586,ENST00000593586.1,FLJ30373,HGNC:26395,HPA042496,NM_152479,NM_152479.5,NP_689692,NP_689692.2,NX_Q8N6N2,OTTHUMG00000182600,Q8N6N2,Q96NP9,TPR repeat protein 9B,TTC9B,TTC9B-201,TTC9B-202,TTC9B_HUMAN,Tetratricopeptide repeat domain 9B,Tetratricopeptide repeat protein 9B,UPI000006E8C1,XM_017026368,XM_017026368.2,XP_016881857,XP_016881857.1,hsa:148014,tetratricopeptide repeat domain 9B,uc002onc.3
UBE2QL1	9606.ENSP00000382713	Ubiquitin-conjugating enzyme E2Q-like protein 1; Probable E2 ubiquitin-protein ligase that catalyzes the covalent attachment of ubiquitin to target proteins. May facilitate the monoubiquitination and degradation of MTOR and CCNE1 through interaction with FBXW7; Belongs to the ubiquitin-conjugating enzyme family.	https://smart.embl.de/smart/DDvec.cgi?smart=161:UBCc(1|150)+	134111,2.3.2.23,A1L167,AAI27724.1,AAI50555.1,AK057805,BC127723,BC150554,CCDS47189,CCDS47189.1,E2Q-like ubiquitin-conjugating enzyme 1,EC 2.3.2.23,ENSG00000215218,ENSP00000382713,ENST00000399816,ENST00000399816.3,FLJ25076,HGNC:37269,HPA057414,NM_001145161,NM_001145161.2,NM_001145161.3,NP_001138633,NP_001138633.1,NX_A1L167,OMIM:615832,OTTHUMG00000161683,U2QL1_HUMAN,UBE2QL1,UBE2QL1-201,UPI000020BF29,Ubiquitin conjugating enzyme E2 Q family like 1,Ubiquitin-conjugating enzyme E2 Q,Ubiquitin-conjugating enzyme E2Q-like protein 1,hsa:134111,ubiquitin conjugating enzyme E2 Q family like 1,ubiquitin conjugating enzyme E2Q family-like 1,ubiquitin-conjugating enzyme E2Q family-like 1,uc003jdp.5
UNC13C	9606.ENSP00000260323	Protein unc-13 homolog C; May play a role in vesicle maturation during exocytosis as a target of the diacylglycerol second messenger pathway. May be involved in the regulation of synaptic transmission at parallel fiber - Purkinje cell synapses (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=2214:C1(1098|1147)+C2(1221|1328)+DUF1041(1539|1646)+Pfam_Membr_traf_MHD(1887|2027)+C2(2062|2168)+	440279,A0A0C4DGH4,A0A3B3ISZ1,AAH40740.1,AC010867,AC022302,AC034103,AC068711,AC084759,AK054981,AK091491,AL834407,BAB70836.1,BAC03675.1,BC040740,CAD39069.2,CCDS45264,CCDS45264.1,CH471082,DKFZp547H074,EAW77471.1,ENSG00000137766,ENSP00000260323,ENSP00000308768,ENSP00000382144,ENSP00000438156,ENSP00000442569,ENSP00000443886,ENSP00000452733,ENSP00000453018,ENSP00000456350,ENSP00000497525,ENST00000260323,ENST00000260323.15,ENST00000311590,ENST00000399192,ENST00000537900,ENST00000539562,ENST00000539562.6,ENST00000545554,ENST00000559093,ENST00000559093.1,ENST00000560537,ENST00000560537.1,ENST00000561210,ENST00000561210.1,ENST00000647821,ENST00000647821.1,H0YL13,H3BRP8,HGNC:23149,HPA041516,KF456048,KF456050,KF456055,KF510408,Munc13-3,NM_001080534,NM_001080534.2,NM_001329919,NM_001329919.2,NM_173166,NP_001074003,NP_001074003.1,NP_001316848,NP_001316848.1,NX_Q8NB66,OMIM:614568,OTTHUMG00000172542,Protein unc-13 A/B/C,Protein unc-13 homolog C,Q0P613,Q8NB66,Q8ND48,Q96NP3,UN13C_HUMAN,UNC13C,UNC13C-201,UNC13C-202,UNC13C-203,UNC13C-204,UNC13C-205,UNC13C-206,UPI000006E03D,UPI0000DD82AB,UPI0000E59C3F,UPI0002467392,UPI0003F47BF7,Unc-13 homolog C,XM_005254394,XM_005254394.4,XM_005254394.5,XM_017022220,XM_017022220.1,XM_017022221,XM_017022221.1,XM_017022222,XM_017022222.1,XM_017022223,XM_017022223.1,XM_017022225,XM_017022225.1,XP_005254451,XP_005254451.1,XP_016877709,XP_016877709.1,XP_016877710,XP_016877710.1,XP_016877711,XP_016877711.1,XP_016877712,XP_016877712.1,XP_016877714,XP_016877714.1,XR_001751291,XR_001751291.1,hsa:440279,uc002acm.4,uc059jkr.1,unc-13 homolog C,unc-13 homolog C (C. elegans)
VSNL1	9606.ENSP00000384719	Visinin-like protein 1; Regulates (in vitro) the inhibition of rhodopsin phosphorylation in a calcium-dependent manner; Belongs to the recoverin family.	https://smart.embl.de/smart/DDvec.cgi?smart=191:EFh(64|92)+EFh(100|128)+EFh(150|178)+	7447,AAA91295.1,AAD02174.1,AAH22012.1,AB001104,AC079839,AC097377,AF039555,BAA86891.1,BC022012,CCDS1689,CCDS1689.1,CH471053,D6W515,E7ER47,E9PE24,EAX00870.1,EAX00871.1,EAX00872.1,EAX00875.1,ENSG00000163032,ENSP00000295156,ENSP00000370714,ENSP00000384014,ENSP00000384719,ENSP00000390124,ENSP00000405511,ENST00000295156,ENST00000295156.8,ENST00000381313,ENST00000404666,ENST00000404666.6,ENST00000406397,ENST00000406397.1,ENST00000451533,ENST00000451533.5,ENST00000457525,ENST00000457525.5,ENST00000483921,ENST00000483921.1,HGNC:12722,HLP3,HPA053808,HPCAL3,HUVISL1,Hippocalcin-like protein 3,NM_001366803,NM_001366803.1,NM_001366804,NM_001366804.1,NM_001366805,NM_001366805.1,NM_001366806,NM_001366806.1,NM_003385,NM_003385.4,NM_003385.5,NP_001353732,NP_001353732.1,NP_001353733,NP_001353733.1,NP_001353734,NP_001353734.1,NP_001353735,NP_001353735.1,NP_003376,NP_003376.2,NX_P62760,OMIM:600817,OTTHUMG00000090645,P28677,P29103,P42323,P62760,Q9UM20,U14747,UPI0000001467,UPI000173A401,UPI000173A402,URS00008C0D07,VILIP,VILIP-1,VISL1,VISL1_HUMAN,VLP-1,VSNL1,VSNL1-201,VSNL1-202,VSNL1-203,VSNL1-204,VSNL1-205,VSNL1-206,Visinin like 1,Visinin-like protein 1,hippocalcin-like protein 3,hsa:7447,uc002rcm.4,uc061gwj.1,visinin like 1
WIF1	9606.ENSP00000286574	Wnt inhibitory factor 1; Binds to WNT proteins and inhibits their activities. May be involved in mesoderm segmentation.	https://smart.embl.de/smart/DDvec.cgi?smart=379:SIGNAL(1|28)+WIF(35|179)+EGF(181|210)+EGF(213|242)+EGF(245|274)+EGF(277|306)+EGF(309|338)+	11197,2D3J,2YGN,2YGO,2YGP,2YGQ,AAD25402.1,AAH18037.1,AAQ88710.1,AC026124,AC135895,AF122922,AY358344,BC018037,CCDS8971,CCDS8971.1,ENSG00000156076,ENSP00000286574,ENSP00000439024,ENSP00000439963,ENSP00000442063,ENST00000286574,ENST00000286574.8,ENST00000535025,ENST00000543094,ENST00000543094.1,ENST00000546001,ENST00000546001.1,F5H8A3,H0YFK7,HGNC:18081,HPA039104,NM_007191,NM_007191.4,NM_007191.5,NP_009122,NP_009122.2,NX_Q9Y5W5,OMIM:605186,OTTHUMG00000168832,Q6UXI1,Q8WVG4,Q9Y5W5,R-HSA-162582,R-HSA-195721,R-HSA-201681,R-HSA-3772470,UNQ191/PRO217,UPI0000038BEE,UPI000204AC26,UPI000204AC27,WIF-1,WIF1,WIF1-201,WIF1-202,WIF1-203,WIF1_HUMAN,WNT inhibitory factor 1,Wnt inhibitory factor 1,hsa:11197,uc001ssk.4
